[2020-06-03 17:02:04.145392] Turned on device 5
[2020-06-03 17:02:06.370564] Turned off device 4
[2020-06-03 17:02:07.929265] Turned on device 4
[2020-06-03 17:02:08.738816] Turned off device 5
[2020-06-06 16:22:00.367141] Turned on device 5
[2020-06-06 16:22:02.349920] Turned on device 5
[2020-06-06 16:22:05.105472] Turned off device 4
[2020-06-06 16:22:05.991942] Turned off device 4
